date,Asset_A,Asset_B,Asset_C,Asset_D
2024-01-01,1.6932409678851779,2.0311267327944207,2.188997734629446,2.2390879384553313
2024-01-02,1.5616453725791752,1.8665775292711622,2.5758674313317496,2.5406073665158666
2024-01-03,1.303328092904425,1.8762568941842999,2.3414009484818723,2.2070114035552764
2024-01-04,1.4397975991476895,1.3438918239619946,1.7640272344640375,1.7194480730744062
2024-01-05,0.8792978413628525,1.0825489713074141,1.2364776480517994,0.7828132539927453
2024-01-06,1.678619235073399,1.5374791222246522,1.6438631620034656,0.840551016812841
2024-01-07,1.3764367569633122,1.372929918701394,1.1632068721612112,0.6673377283525356
2024-01-08,1.0498847241669367,1.0631902414811456,0.8027146547795203,0.9752724633930855
2024-01-09,1.0401369022924127,0.7244124695214978,0.9668411927744385,0.5069550538522505
2024-01-10,1.1571107647866434,0.18236803438606852,0.5096315512171675,0.31449584445191014
2024-01-11,1.5567714616419133,0.5017870765194477,0.6884122443901984,0.5005397468722449
2024-01-12,0.7428283351195879,-0.253203386704908,0.10517686830111377,0.16694378391164533
2024-01-13,0.9329108616727059,-0.669416077969616,0.17258598212046022,0.006561109411360216
2024-01-14,0.5624936304409938,-0.7178129025352838,0.3220583649372575,0.22468154673175014
2024-01-15,0.10921991327586357,-1.1049874990605926,0.16965515108483936,0.23109685371176483
2024-01-16,-0.14422345546162477,-1.3179335271495118,-0.2846236594368107,-0.48100222106950064
2024-01-17,0.2846807070172027,-0.6403779832302167,-0.0003330489813288824,0.3016652304918899
2024-01-18,0.47963714450758266,-0.7081335376221461,0.15793182694233926,0.9175347005729807
2024-01-19,0.4601415007585419,-0.24352402179177718,-0.48978183193045427,1.1164092169533357
2024-01-20,0.5088806101311334,-0.3112795761837067,-0.46047352157422067,0.44280198405214005
2024-01-21,0.39190674763690964,-0.2725621165311765,-0.08532714901440884,0.3658183002920003
2024-01-22,-0.04674523671643482,-0.7081335376221461,-0.07653465590753793,0.19260501183169496
2024-01-23,-0.32455816014022587,-0.7371716323615455,-0.15566709386937616,0.38506422123203526
2024-01-24,-0.6998493023092,-1.0759494043211932,-0.47512767675234163,-0.44892568616944545
2024-01-25,-0.5438841523169016,-0.9017208358848039,-0.3784102525767616,-0.3847726163693351
2024-01-26,-1.2895925257175946,-1.5115208254121628,-0.879582359668387,-1.2636696726308911
2024-01-27,-1.3724490116510057,-1.4437652710202402,-0.37254859050551986,-1.051964542290516
2024-01-28,-1.2408534163449962,-1.3760097166283107,-0.8473432182765326,-1.1481941469906907
2024-01-29,-1.2067360397841835,-0.621019253403955,-0.7242483147803398,-0.7761063421500304
2024-01-30,-1.2262316835332174,-0.9888351201029951,-0.49271266296608346,-0.5644012118096551
2024-01-31,-0.8119492538661687,-0.9888351201029951,0.049491078624267416,-0.7055379653699053
2024-02-01,-0.5048928648188269,-0.12737164283417976,0.07000689587363844,-0.5194940629495706
2024-02-02,-0.4512798445089735,-0.24352402179177718,-0.37254859050551986,-0.6542155095298151
2024-02-03,-1.0166535132310657,-0.47582877970696513,-0.8825131907040079,-0.5708165187896607
2024-02-04,-1.4211881210235973,-0.8436446464060052,-0.8825131907040079,-1.231593137730836
2024-02-05,-1.3042142585293734,-0.36935576566249856,-1.1814579563376109,-1.0904563841705859
2024-02-06,-1.172618663223364,-0.040257358615988593,-1.4042011150449962,-1.4561288820312406
2024-02-07,-0.8996796507368349,0.24044422386486036,-1.1814579563376109,-1.0968716911506005
2024-02-08,-1.255475149156775,0.06621565542847112,-1.2635212253350698,-1.5331125657913713
2024-02-09,-0.28556687264215125,0.8696029432184877,-1.0730172080195388,-0.6862920444298704
2024-02-10,-0.8022014319916518,0.7728092940871658,-0.9587147976302254,-1.1289482260506558
2024-02-11,-0.2953146945166682,1.2470981748306655,-0.45461185950297894,-0.031930732468709665
2024-02-12,-0.4269102898226708,0.9179997677841556,-0.8151040768846698,-0.5644012118096551
2024-02-13,-0.4659015773207523,0.995434687089216,-0.7359716389228316,-0.25646647676910517
